county_fips,group_id,regional_jail_name,county_fips_list,start_year,end_year,n_years,n_counties
38025,134,,"('38007', '38011', '38025', '38041', '38087', '38089')",1979,1993,15,6
38027,12,Lake Region Law Enforcement Center,"('38005', '38027', '38063', '38071', '38095')",1970,2006,37,5
38027,13,Lake Region Law Enforcement Center,"('38005', '38027', '38063', '38071')",2007,2026,20,4
38029,130,,"('38015', '38029')",1984,2026,43,2
38033,14,Southwest Multi-County Correction Center,"('38007', '38011', '38025', '38033', '38041', '38087', '38089')",1994,2026,33,7
38037,132,,"('38037', '38057')",1984,2026,43,2
38041,14,Southwest Multi-County Correction Center,"('38007', '38011', '38025', '38033', '38041', '38087', '38089')",1994,2026,33,7
38041,134,,"('38007', '38011', '38025', '38041', '38087', '38089')",1979,1993,15,6
38049,15,Heart of America Correctional and Treatment Center,"('38049', '38069', '38095', '38103')",2007,2026,20,4
38057,132,,"('38037', '38057')",1984,2026,43,2
38063,12,Lake Region Law Enforcement Center,"('38005', '38027', '38063', '38071', '38095')",1970,2006,37,5
38063,13,Lake Region Law Enforcement Center,"('38005', '38027', '38063', '38071')",2007,2026,20,4
38069,15,Heart of America Correctional and Treatment Center,"('38049', '38069', '38095', '38103')",2007,2026,20,4
38071,12,Lake Region Law Enforcement Center,"('38005', '38027', '38063', '38071', '38095')",1970,2006,37,5
38071,13,Lake Region Law Enforcement Center,"('38005', '38027', '38063', '38071')",2007,2026,20,4
38075,129,,"('38009', '38075')",1970,2026,57,2
38085,133,,"('38085', '46021', '46129')",1970,2026,57,3
38087,14,Southwest Multi-County Correction Center,"('38007', '38011', '38025', '38033', '38041', '38087', '38089')",1994,2026,33,7
38087,134,,"('38007', '38011', '38025', '38041', '38087', '38089')",1979,1993,15,6
38087,135,,"('38007', '38087', '38089')",1970,1978,9,3
38089,14,Southwest Multi-County Correction Center,"('38007', '38011', '38025', '38033', '38041', '38087', '38089')",1994,2026,33,7
38089,134,,"('38007', '38011', '38025', '38041', '38087', '38089')",1979,1993,15,6
38089,135,,"('38007', '38087', '38089')",1970,1978,9,3
38095,12,Lake Region Law Enforcement Center,"('38005', '38027', '38063', '38071', '38095')",1970,2006,37,5
38095,15,Heart of America Correctional and Treatment Center,"('38049', '38069', '38095', '38103')",2007,2026,20,4
38103,15,Heart of America Correctional and Treatment Center,"('38049', '38069', '38095', '38103')",2007,2026,20,4
38105,131,,"('38023', '38105')",1979,2026,48,2
39009,17,Southeastern Ohio Regional Jail,"('39009', '39073', '39115', '39127', '39163')",1994,2026,33,5
39009,152,,"('39009', '39163')",1979,1993,15,2
39021,18,Tri-County Regional Jail,"('39021', '39097', '39159')",2000,2026,27,3
39021,151,,"('39021', '39159')",1994,1999,6,2
39039,19,Correction Center of Northwest Ohio,"('39039', '39051', '39069', '39171')",1989,2026,38,4
39051,19,Correction Center of Northwest Ohio,"('39039', '39051', '39069', '39171')",1989,2026,38,4
39065,20,Multi-County Correctional Center,"('39065', '39101')",2006,2026,21,2
39069,19,Correction Center of Northwest Ohio,"('39039', '39051', '39069', '39171')",1989,2026,38,4
39073,17,Southeastern Ohio Regional Jail,"('39009', '39073', '39115', '39127', '39163')",1994,2026,33,5
39097,18,Tri-County Regional Jail,"('39021', '39097', '39159')",2000,2026,27,3
39101,20,Multi-County Correctional Center,"('39065', '39101')",2006,2026,21,2
39105,149,,"('39105', '39167')",2000,2026,27,2
39115,17,Southeastern Ohio Regional Jail,"('39009', '39073', '39115', '39127', '39163')",1994,2026,33,5
39127,17,Southeastern Ohio Regional Jail,"('39009', '39073', '39115', '39127', '39163')",1994,2026,33,5
39131,150,,"('39131', '39145')",2000,2026,27,2
39145,150,,"('39131', '39145')",2000,2026,27,2
39159,18,Tri-County Regional Jail,"('39021', '39097', '39159')",2000,2026,27,3
39159,151,,"('39021', '39159')",1994,1999,6,2
39163,17,Southeastern Ohio Regional Jail,"('39009', '39073', '39115', '39127', '39163')",1994,2026,33,5
39163,152,,"('39009', '39163')",1979,1993,15,2
39167,149,,"('39105', '39167')",2000,2026,27,2
39171,19,Correction Center of Northwest Ohio,"('39039', '39051', '39069', '39171')",1989,2026,38,4
41021,21,Northern Oregon Regional Corrections Facility,"('41021', '41027', '41055', '41065')",2000,2026,27,4
41021,155,,"('41021', '41055', '41065')",1970,1999,30,3
41023,153,Grant County Jail,"('41023', '41069')",1970,2026,57,2
41027,21,Northern Oregon Regional Corrections Facility,"('41021', '41027', '41055', '41065')",2000,2026,27,4
41049,154,Hood River County Jail,"('41049', '41059')",1970,2026,57,2
41055,21,Northern Oregon Regional Corrections Facility,"('41021', '41027', '41055', '41065')",2000,2026,27,4
41055,155,,"('41021', '41055', '41065')",1970,1999,30,3
41059,154,Hood River County Jail,"('41049', '41059')",1970,2026,57,2
41065,21,Northern Oregon Regional Corrections Facility,"('41021', '41027', '41055', '41065')",2000,2026,27,4
41065,155,,"('41021', '41055', '41065')",1970,1999,30,3
41069,153,Grant County Jail,"('41023', '41069')",1970,2026,57,2
42037,156,Umatilla County Jail,"('42037', '42113')",1970,2026,57,2
42053,157,,"('42053', '42123')",1970,2026,57,2
42055,158,,"('42055', '42057')",1979,2026,48,2
42057,158,,"('42055', '42057')",1979,2026,48,2
42113,156,Umatilla County Jail,"('42037', '42113')",1970,2026,57,2
42123,157,,"('42053', '42123')",1970,2026,57,2
45017,159,,"('45017', '45075')",1970,2026,57,2
45061,22,Sumter-Lee Regional Detention Center,"('45061', '45085')",1970,2026,57,2
45075,159,,"('45017', '45075')",1970,2026,57,2
45085,22,Sumter-Lee Regional Detention Center,"('45061', '45085')",1970,2026,57,2
46013,160,,"('46013', '46115')",1984,2026,43,2
46019,161,,"('46019', '46093', '46105')",1979,2026,48,3
46021,133,,"('38085', '46021', '46129')",1970,2026,57,3
46023,162,,"('46023', '46043')",1970,2026,57,2
46025,163,,"('46025', '46029', '46039', '46057')",1970,2026,57,4
46027,164,,"('46027', '46125')",1979,2026,48,2
46029,163,,"('46025', '46029', '46039', '46057')",1970,2026,57,4
46035,165,,"('46035', '48431')",1989,2026,38,2
46039,163,,"('46025', '46029', '46039', '46057')",1970,2026,57,4
46043,162,,"('46023', '46043')",1970,2026,57,2
46049,166,,"('46049', '46069')",1970,2026,57,2
46055,167,,"('46055', '46095', '46121', '46123')",1979,2026,48,4
46055,170,,"('46055', '46121', '46123')",1970,1978,9,3
46057,163,,"('46025', '46029', '46039', '46057')",1970,2026,57,4
46065,168,,"('46065', '46119')",1970,2026,57,2
46069,166,,"('46049', '46069')",1970,2026,57,2
46083,169,,"('46083', '46099')",1979,2026,48,2
46093,161,,"('46019', '46093', '46105')",1979,2026,48,3
46095,167,,"('46055', '46095', '46121', '46123')",1979,2026,48,4
46099,169,,"('46083', '46099')",1979,2026,48,2
46105,161,,"('46019', '46093', '46105')",1979,2026,48,3
46115,160,,"('46013', '46115')",1984,2026,43,2
46119,168,,"('46065', '46119')",1970,2026,57,2
46121,167,,"('46055', '46095', '46121', '46123')",1979,2026,48,4
46121,170,,"('46055', '46121', '46123')",1970,1978,9,3
46123,167,,"('46055', '46095', '46121', '46123')",1979,2026,48,4
46123,170,,"('46055', '46121', '46123')",1970,1978,9,3
46125,164,,"('46027', '46125')",1979,2026,48,2
46129,133,,"('38085', '46021', '46129')",1970,2026,57,3
48009,171,,"('48009', '48023')",2000,2026,27,2
48023,171,,"('48009', '48023')",2000,2026,27,2
48033,172,,"('48033', '48415')",1979,2026,48,2
48095,173,,"('48095', '48399')",1970,2026,57,2
48111,174,,"('48111', '48205')",2000,2026,27,2
48169,175,,"('48169', '48263')",1970,2026,57,2
48205,174,,"('48111', '48205')",2000,2026,27,2
48211,176,,"('48211', '48393')",1989,2026,38,2
48235,177,,"('48235', '48451')",1970,2026,57,2
48261,178,,"('48261', '48273')",1970,2026,57,2
48263,175,,"('48169', '48263')",1970,2026,57,2
48273,178,,"('48261', '48273')",1970,2026,57,2
48297,179,,"('48297', '48311')",1970,2026,57,2
48301,180,,"('48301', '48495')",1970,2026,57,2
48311,179,,"('48297', '48311')",1970,2026,57,2
48393,176,,"('48211', '48393')",1989,2026,38,2
48399,173,,"('48095', '48399')",1970,2026,57,2
48415,172,,"('48033', '48415')",1979,2026,48,2
48431,165,,"('46035', '48431')",1989,2026,38,2
48451,177,,"('48235', '48451')",1970,2026,57,2
48495,180,,"('48301', '48495')",1970,2026,57,2
49029,181,,"('49029', '49057')",1970,2026,57,2
49031,182,,"('49031', '49041')",1970,2026,57,2
49041,182,,"('49031', '49041')",1970,2026,57,2
49057,181,,"('49029', '49057')",1970,2026,57,2
51003,24,Albemarle Charlottesville Regional Jail,"('51003', '51125', '51540')",1994,2026,33,3
51005,26,Alleghany County Regional Jail,"('51005', '51017', '51580')",2000,2026,27,3
51007,23,Piedmont Regional Jail,"('51007', '51049', '51111', '51135', '51147', '51029')",1984,2026,43,6
51007,193,,"('51007', '51049', '51147')",1970,1983,14,3
51009,32,Blue Ridge Regional Jail,"('51009', '51011', '51019', '51031', '51083', '51680')",2007,2026,20,6
51011,32,Blue Ridge Regional Jail,"('51009', '51011', '51019', '51031', '51083', '51680')",2007,2026,20,6
51013,183,,"('51013', '51610')",1970,2026,57,2
51015,25,Middle River Regional Jail,"('51015', '51091', '51820', '51790', '51660')",1994,2026,33,5
51015,190,,"('51015', '51820')",1970,1993,24,2
51017,26,Alleghany County Regional Jail,"('51005', '51017', '51580')",2000,2026,27,3
51019,32,Blue Ridge Regional Jail,"('51009', '51011', '51019', '51031', '51083', '51680')",2007,2026,20,6
51019,185,,"('51019', '51031', '51083', '51680')",1998,2005,8,4
51021,27,New River Valley Regional Jail,"('51021', '51035', '51063', '51071', '51077', '51155', '51197', '51750', '51640')",1994,2026,33,9
51023,33,Botetourt-Craig County Public Safety Facility,"('51023', '51045')",1970,2026,57,2
51025,34,Meherrin River Regional Jail,"('51025', '51053', '51117')",2007,2026,20,3
51027,35,Southwest Virginia Regional Jail,"('51027', '51051', '51105', '51167', '51169', '51173', '51185', '51191', '51195', '51720')",2006,2026,21,10
51027,186,,"('51027', '51105', '51173', '51191', '51195', '51720')",2005,2005,1,6
51029,23,Piedmont Regional Jail,"('51007', '51049', '51111', '51135', '51147', '51029')",1984,2026,43,6
51031,32,Blue Ridge Regional Jail,"('51009', '51011', '51019', '51031', '51083', '51680')",2007,2026,20,6
51031,185,,"('51019', '51031', '51083', '51680')",1998,2005,8,4
51035,27,New River Valley Regional Jail,"('51021', '51035', '51063', '51071', '51077', '51155', '51197', '51750', '51640')",1994,2026,33,9
51036,30,Riverside Regional Jail,"('51036', '51181', '51570', '51670', '51730', '51149', '51041')",2014,2026,13,7
51036,184,,"('51036', '51181', '51570', '51670')",1970,2013,44,4
51041,30,Riverside Regional Jail,"('51036', '51181', '51570', '51670', '51730', '51149', '51041')",2014,2026,13,7
51043,36,Northwestern Regional Adult Detention Center,"('51043', '51061', '51069', '51840')",1991,2026,36,4
51045,33,Botetourt-Craig County Public Safety Facility,"('51023', '51045')",1970,2026,57,2
51049,23,Piedmont Regional Jail,"('51007', '51049', '51111', '51135', '51147', '51029')",1984,2026,43,6
51049,193,,"('51007', '51049', '51147')",1970,1983,14,3
51051,35,Southwest Virginia Regional Jail,"('51027', '51051', '51105', '51167', '51169', '51173', '51185', '51191', '51195', '51720')",2006,2026,21,10
51053,34,Meherrin River Regional Jail,"('51025', '51053', '51117')",2007,2026,20,3
51057,37,Middle Peninsula Regional Security Center,"('51057', '51097', '51115', '51119')",1970,2026,57,4
51061,36,Northwestern Regional Adult Detention Center,"('51043', '51061', '51069', '51840')",1991,2026,36,4
51063,27,New River Valley Regional Jail,"('51021', '51035', '51063', '51071', '51077', '51155', '51197', '51750', '51640')",1994,2026,33,9
51065,38,Central Virginia Regional Jail,"('51065', '51079', '51109', '51113', '51137')",1989,2026,38,5
51065,192,,"('51065', '51079', '51113', '51137')",1970,1988,19,4
51067,29,Western Virginia Regional Jail,"('51067', '51161', '51121', '51775')",2007,2026,20,4
51069,36,Northwestern Regional Adult Detention Center,"('51043', '51061', '51069', '51840')",1991,2026,36,4
51071,27,New River Valley Regional Jail,"('51021', '51035', '51063', '51071', '51077', '51155', '51197', '51750', '51640')",1994,2026,33,9
51075,39,Henrico County Regional Jail,"('51075', '51087', '51127')",1970,2026,57,3
51077,27,New River Valley Regional Jail,"('51021', '51035', '51063', '51071', '51077', '51155', '51197', '51750', '51640')",1994,2026,33,9
51079,38,Central Virginia Regional Jail,"('51065', '51079', '51109', '51113', '51137')",1989,2026,38,5
51079,192,,"('51065', '51079', '51113', '51137')",1970,1988,19,4
51081,40,Southside Regional Jail,"('51081', '51595')",1970,2026,57,2
51083,32,Blue Ridge Regional Jail,"('51009', '51011', '51019', '51031', '51083', '51680')",2007,2026,20,6
51083,185,,"('51019', '51031', '51083', '51680')",1998,2005,8,4
51087,39,Henrico County Regional Jail,"('51075', '51087', '51127')",1970,2026,57,3
51091,25,Middle River Regional Jail,"('51015', '51091', '51820', '51790', '51660')",1994,2026,33,5
51093,41,Western Tidewater Regional Jail,"('51093', '51620', '51800')",1970,2026,57,3
51095,28,Virginia Peninsula Regional Jail,"('51199', '51735', '51830', '51095')",1970,2026,57,4
51097,37,Middle Peninsula Regional Security Center,"('51057', '51097', '51115', '51119')",1970,2026,57,4
51099,42,Rappahannock Regional Jail,"('51099', '51177', '51179', '51630')",1970,2026,57,4
51105,35,Southwest Virginia Regional Jail,"('51027', '51051', '51105', '51167', '51169', '51173', '51185', '51191', '51195', '51720')",2006,2026,21,10
51105,186,,"('51027', '51105', '51173', '51191', '51195', '51720')",2005,2005,1,6
51105,187,,"('51105', '51173', '51191', '51195', '51720')",2000,2004,5,5
51109,38,Central Virginia Regional Jail,"('51065', '51079', '51109', '51113', '51137')",1989,2026,38,5
51111,23,Piedmont Regional Jail,"('51007', '51049', '51111', '51135', '51147', '51029')",1984,2026,43,6
51113,38,Central Virginia Regional Jail,"('51065', '51079', '51109', '51113', '51137')",1989,2026,38,5
51113,192,,"('51065', '51079', '51113', '51137')",1970,1988,19,4
51115,37,Middle Peninsula Regional Security Center,"('51057', '51097', '51115', '51119')",1970,2026,57,4
51117,34,Meherrin River Regional Jail,"('51025', '51053', '51117')",2007,2026,20,3
51119,37,Middle Peninsula Regional Security Center,"('51057', '51097', '51115', '51119')",1970,2026,57,4
51121,29,Western Virginia Regional Jail,"('51067', '51161', '51121', '51775')",2007,2026,20,4
51125,24,Albemarle Charlottesville Regional Jail,"('51003', '51125', '51540')",1994,2026,33,3
51127,39,Henrico County Regional Jail,"('51075', '51087', '51127')",1970,2026,57,3
51133,31,Northern Neck Regional Jail,"('51133', '51159', '51193')",2000,2026,27,3
51135,23,Piedmont Regional Jail,"('51007', '51049', '51111', '51135', '51147', '51029')",1984,2026,43,6
51137,38,Central Virginia Regional Jail,"('51065', '51079', '51109', '51113', '51137')",1989,2026,38,5
51137,192,,"('51065', '51079', '51113', '51137')",1970,1988,19,4
51147,23,Piedmont Regional Jail,"('51007', '51049', '51111', '51135', '51147', '51029')",1984,2026,43,6
51147,193,,"('51007', '51049', '51147')",1970,1983,14,3
51149,30,Riverside Regional Jail,"('51036', '51181', '51570', '51670', '51730', '51149', '51041')",2014,2026,13,7
51153,43,Prince William-Manassas Regional Adult Detention Center,"('51153', '51683', '51685')",1990,2026,37,3
51155,27,New River Valley Regional Jail,"('51021', '51035', '51063', '51071', '51077', '51155', '51197', '51750', '51640')",1994,2026,33,9
51155,191,,"('51155', '51640')",1970,1993,24,2
51157,44,Rappahannock Shenandoah Warren Regional Jail,"('51157', '51171', '51187')",2014,2026,13,3
51159,31,Northern Neck Regional Jail,"('51133', '51159', '51193')",2000,2026,27,3
51159,188,,"('51159', '51193')",1994,1999,6,2
51161,29,Western Virginia Regional Jail,"('51067', '51161', '51121', '51775')",2007,2026,20,4
51163,45,Rockbridge Regional Jail,"('51163', '51530', '51678')",1970,2026,57,3
51167,35,Southwest Virginia Regional Jail,"('51027', '51051', '51105', '51167', '51169', '51173', '51185', '51191', '51195', '51720')",2006,2026,21,10
51169,35,Southwest Virginia Regional Jail,"('51027', '51051', '51105', '51167', '51169', '51173', '51185', '51191', '51195', '51720')",2006,2026,21,10
51171,44,Rappahannock Shenandoah Warren Regional Jail,"('51157', '51171', '51187')",2014,2026,13,3
51173,35,Southwest Virginia Regional Jail,"('51027', '51051', '51105', '51167', '51169', '51173', '51185', '51191', '51195', '51720')",2006,2026,21,10
51173,186,,"('51027', '51105', '51173', '51191', '51195', '51720')",2005,2005,1,6
51173,187,,"('51105', '51173', '51191', '51195', '51720')",2000,2004,5,5
51177,42,Rappahannock Regional Jail,"('51099', '51177', '51179', '51630')",1970,2026,57,4
51179,42,Rappahannock Regional Jail,"('51099', '51177', '51179', '51630')",1970,2026,57,4
51181,30,Riverside Regional Jail,"('51036', '51181', '51570', '51670', '51730', '51149', '51041')",2014,2026,13,7
51181,184,,"('51036', '51181', '51570', '51670')",1970,2013,44,4
51185,35,Southwest Virginia Regional Jail,"('51027', '51051', '51105', '51167', '51169', '51173', '51185', '51191', '51195', '51720')",2006,2026,21,10
51187,44,Rappahannock Shenandoah Warren Regional Jail,"('51157', '51171', '51187')",2014,2026,13,3
51191,35,Southwest Virginia Regional Jail,"('51027', '51051', '51105', '51167', '51169', '51173', '51185', '51191', '51195', '51720')",2006,2026,21,10
51191,186,,"('51027', '51105', '51173', '51191', '51195', '51720')",2005,2005,1,6
51191,187,,"('51105', '51173', '51191', '51195', '51720')",2000,2004,5,5
51191,189,,"('51191', '51720')",1970,1999,30,2
51193,31,Northern Neck Regional Jail,"('51133', '51159', '51193')",2000,2026,27,3
51193,188,,"('51159', '51193')",1994,1999,6,2
51195,35,Southwest Virginia Regional Jail,"('51027', '51051', '51105', '51167', '51169', '51173', '51185', '51191', '51195', '51720')",2006,2026,21,10
51195,186,,"('51027', '51105', '51173', '51191', '51195', '51720')",2005,2005,1,6
51195,187,,"('51105', '51173', '51191', '51195', '51720')",2000,2004,5,5
51197,27,New River Valley Regional Jail,"('51021', '51035', '51063', '51071', '51077', '51155', '51197', '51750', '51640')",1994,2026,33,9
51199,28,Virginia Peninsula Regional Jail,"('51199', '51735', '51830', '51095')",1970,2026,57,4
51530,45,Rockbridge Regional Jail,"('51163', '51530', '51678')",1970,2026,57,3
51540,24,Albemarle Charlottesville Regional Jail,"('51003', '51125', '51540')",1994,2026,33,3
51570,30,Riverside Regional Jail,"('51036', '51181', '51570', '51670', '51730', '51149', '51041')",2014,2026,13,7
51570,184,,"('51036', '51181', '51570', '51670')",1970,2013,44,4
51580,26,Alleghany County Regional Jail,"('51005', '51017', '51580')",2000,2026,27,3
51595,40,Southside Regional Jail,"('51081', '51595')",1970,2026,57,2
51610,183,,"('51013', '51610')",1970,2026,57,2
51620,41,Western Tidewater Regional Jail,"('51093', '51620', '51800')",1970,2026,57,3
51630,42,Rappahannock Regional Jail,"('51099', '51177', '51179', '51630')",1970,2026,57,4
51640,27,New River Valley Regional Jail,"('51021', '51035', '51063', '51071', '51077', '51155', '51197', '51750', '51640')",1994,2026,33,9
51640,191,,"('51155', '51640')",1970,1993,24,2
51660,25,Middle River Regional Jail,"('51015', '51091', '51820', '51790', '51660')",1994,2026,33,5
51670,30,Riverside Regional Jail,"('51036', '51181', '51570', '51670', '51730', '51149', '51041')",2014,2026,13,7
51670,184,,"('51036', '51181', '51570', '51670')",1970,2013,44,4
51678,45,Rockbridge Regional Jail,"('51163', '51530', '51678')",1970,2026,57,3
51680,32,Blue Ridge Regional Jail,"('51009', '51011', '51019', '51031', '51083', '51680')",2007,2026,20,6
51680,185,,"('51019', '51031', '51083', '51680')",1998,2005,8,4
51683,43,Prince William-Manassas Regional Adult Detention Center,"('51153', '51683', '51685')",1990,2026,37,3
51685,43,Prince William-Manassas Regional Adult Detention Center,"('51153', '51683', '51685')",1990,2026,37,3
51720,35,Southwest Virginia Regional Jail,"('51027', '51051', '51105', '51167', '51169', '51173', '51185', '51191', '51195', '51720')",2006,2026,21,10
51720,186,,"('51027', '51105', '51173', '51191', '51195', '51720')",2005,2005,1,6
51720,187,,"('51105', '51173', '51191', '51195', '51720')",2000,2004,5,5
51720,189,,"('51191', '51720')",1970,1999,30,2
